street,from,to,distance_km,travel_time_min,congestion_level
Rua da Aurora,Intersection_146,Intersection_54,1.37,8.44,0.79
Rua das Oliveiras,Intersection_107,Intersection_53,4.18,25.51,0.88
Rua dos Cravos,Intersection_151,Intersection_29,4.92,8.45,0.68
Rua das Oliveiras,Intersection_10,Intersection_26,3.69,13.84,0.88
Rua dos Jacarandas,Intersection_140,Intersection_67,0.81,14.75,0.73
Rua dos Girassois,Intersection_107,Intersection_112,3.17,23.13,0.75
Rua das Oliveiras,Intersection_27,Intersection_121,2.87,17.81,0.44
Rua das Rosas,Intersection_118,Intersection_25,4.76,8.61,0.46
Rua dos Jacarandas,Intersection_4,Intersection_97,0.79,8.78,0.87
Rua dos Cedros,Intersection_26,Intersection_156,1.45,22.21,0.91
Rua das Acacias,Intersection_75,Intersection_59,4.66,20.67,0.48
Rua das Margaridas,Intersection_20,Intersection_157,4.13,9.87,0.92
Rua dos Cedros,Intersection_91,Intersection_5,2.64,1.4,0.7
Rua das Margaridas,Intersection_112,Intersection_122,1.36,22.22,0.65
Rua da Aurora,Intersection_110,Intersection_32,4.3,26.81,0.11
Rua da Aurora,Intersection_125,Intersection_78,0.71,16.33,0.13
Rua dos Passaros,Intersection_118,Intersection_81,4.84,25.46,0.58
Rua dos Jacarandas,Intersection_141,Intersection_142,1.54,6.26,0.47
Rua das Acacias,Intersection_134,Intersection_61,2.99,13.86,0.72
Rua das Flores,Intersection_125,Intersection_15,2.08,7.62,0.75
Rua das Orquideas,Intersection_118,Intersection_117,2.48,4.02,0.45
Rua do Sol,Intersection_155,Intersection_145,1.0,10.65,0.92
Rua do Campo,Intersection_144,Intersection_52,2.58,27.64,0.96
Rua da Cascata,Intersection_103,Intersection_44,1.47,9.41,0.7
Rua da Montanha,Intersection_104,Intersection_77,3.3,1.31,0.52
Rua dos Cravos,Intersection_150,Intersection_52,1.34,13.62,0.39
Rua dos Pinheiros,Intersection_34,Intersection_110,2.44,22.86,0.56
Rua dos Pinheiros,Intersection_85,Intersection_100,4.59,17.53,0.86
Rua dos Pinheiros,Intersection_44,Intersection_125,3.3,27.68,0.33
Rua das Orquideas,Intersection_96,Intersection_66,2.58,21.24,1.0
Rua das Nuvens,Intersection_38,Intersection_97,2.35,18.34,0.75
Rua das Rosas,Intersection_18,Intersection_153,4.56,13.29,0.45
Rua dos Cedros,Intersection_129,Intersection_32,1.95,26.2,0.87
Rua dos Jacarandas,Intersection_130,Intersection_113,2.41,25.3,0.89
Rua dos Cravos,Intersection_94,Intersection_92,2.73,3.37,0.84
Rua das Rosas,Intersection_18,Intersection_68,3.98,2.7,0.17
Rua dos Jacarandas,Intersection_127,Intersection_62,0.81,24.28,0.38
Rua dos Cedros,Intersection_125,Intersection_74,1.83,20.44,0.27
Rua dos Cravos,Intersection_155,Intersection_136,1.84,21.48,0.19
Rua das Palmeiras,Intersection_45,Intersection_2,0.85,5.61,0.86
Rua dos Pinheiros,Intersection_151,Intersection_149,4.42,13.91,0.38
Rua das Palmeiras,Intersection_70,Intersection_14,3.01,27.31,0.87
Rua das Orquideas,Intersection_86,Intersection_155,2.5,27.74,0.22
Rua dos Girassois,Intersection_62,Intersection_81,1.79,14.1,0.68
Rua dos Cedros,Intersection_62,Intersection_110,2.8,21.57,0.84
Rua das Orquideas,Intersection_85,Intersection_9,3.05,13.49,0.62
Rua dos Cravos,Intersection_73,Intersection_124,3.18,9.75,0.74
Rua das Flores,Intersection_72,Intersection_25,3.26,15.5,0.77
Rua da Cascata,Intersection_59,Intersection_93,1.99,6.95,0.58
Rua da Lua,Intersection_90,Intersection_32,2.38,15.29,0.79
Rua dos Lirios,Intersection_157,Intersection_121,0.56,23.82,0.31
Rua da Colina,Intersection_53,Intersection_72,0.71,1.89,0.13
Rua das Oliveiras,Intersection_106,Intersection_129,1.78,29.93,0.21
Rua das Aguas,Intersection_42,Intersection_22,3.66,3.1,0.64
Rua da Lua,Intersection_110,Intersection_142,2.94,28.0,0.51
Rua da Cascata,Intersection_130,Intersection_109,3.71,9.57,0.14
Rua dos Jacarandas,Intersection_114,Intersection_157,3.46,7.65,0.44
Rua das Nuvens,Intersection_11,Intersection_74,1.34,29.22,0.94
Rua da Colina,Intersection_64,Intersection_21,2.28,19.57,0.55
Rua da Lua,Intersection_65,Intersection_117,3.19,18.19,0.97
Rua da Colina,Intersection_141,Intersection_74,4.47,18.43,0.15
Rua da Lua,Intersection_16,Intersection_13,2.94,19.45,0.4
Rua da Aurora,Intersection_78,Intersection_3,1.18,6.41,0.91
Rua das Aguas,Intersection_156,Intersection_11,1.08,21.14,0.54
Rua dos Lirios,Intersection_125,Intersection_19,2.5,15.42,0.15
Rua das Acacias,Intersection_37,Intersection_18,0.72,27.97,0.44
Rua das Acacias,Intersection_54,Intersection_31,3.65,19.07,0.57
Rua das Margaridas,Intersection_41,Intersection_18,3.52,20.22,0.79
Rua das Laranjeiras,Intersection_126,Intersection_12,3.4,15.56,0.27
Rua da Lua,Intersection_52,Intersection_96,0.88,28.89,0.64
Rua dos Jacarandas,Intersection_40,Intersection_32,4.64,1.72,0.52
Rua das Violetas,Intersection_44,Intersection_123,2.16,1.68,0.55
Rua dos Girassois,Intersection_157,Intersection_81,1.93,13.5,0.91
Rua das Violetas,Intersection_31,Intersection_131,1.83,2.28,0.4
Rua dos Lirios,Intersection_71,Intersection_43,3.54,4.87,0.92
Rua da Colina,Intersection_149,Intersection_144,3.71,14.8,0.17
Rua dos Cravos,Intersection_126,Intersection_25,3.99,4.31,0.45
Rua da Cascata,Intersection_67,Intersection_111,3.8,17.46,0.35
Rua dos Passaros,Intersection_50,Intersection_13,2.29,19.98,0.53
Rua dos Lirios,Intersection_30,Intersection_18,3.27,20.38,0.27
Rua dos Ipes,Intersection_57,Intersection_93,3.34,14.57,0.63
Rua das Margaridas,Intersection_95,Intersection_124,0.72,19.02,0.85
Rua do Sol,Intersection_115,Intersection_60,2.71,27.12,0.65
Rua das Laranjeiras,Intersection_119,Intersection_2,3.74,26.37,0.3
Rua da Cascata,Intersection_73,Intersection_152,3.18,28.27,0.19
Rua da Colina,Intersection_103,Intersection_117,0.97,2.7,0.58
Rua da Colina,Intersection_111,Intersection_104,4.02,28.0,0.82
Rua da Lua,Intersection_47,Intersection_92,1.27,8.71,0.37
Rua da Montanha,Intersection_71,Intersection_9,3.95,3.02,0.44
Rua da Cascata,Intersection_66,Intersection_51,1.41,22.85,0.71
Rua das Flores,Intersection_99,Intersection_15,3.9,11.28,0.64
Rua das Orquideas,Intersection_22,Intersection_52,4.32,25.43,0.56
Rua da Cascata,Intersection_142,Intersection_148,2.57,3.05,0.72
Rua da Montanha,Intersection_34,Intersection_140,1.76,20.77,0.27
Rua das Nuvens,Intersection_154,Intersection_143,2.91,17.95,0.8
Rua dos Girassois,Intersection_119,Intersection_90,4.15,6.47,0.39
Rua dos Cedros,Intersection_125,Intersection_59,2.0,8.04,0.39
Rua das Nuvens,Intersection_35,Intersection_138,0.92,13.14,0.52
Rua da Cascata,Intersection_59,Intersection_71,3.91,1.14,0.74
Rua do Sol,Intersection_151,Intersection_6,3.58,1.5,0.38
Rua da Cascata,Intersection_129,Intersection_111,2.81,18.73,0.18
Rua dos Passaros,Intersection_81,Intersection_88,0.71,8.9,0.15
Rua dos Jacarandas,Intersection_119,Intersection_66,0.62,21.6,0.97
Rua dos Girassois,Intersection_50,Intersection_152,2.26,2.74,0.9
Rua do Sol,Intersection_47,Intersection_14,1.04,11.49,0.73
Rua dos Jacarandas,Intersection_70,Intersection_47,1.85,13.39,0.85
Rua das Orquideas,Intersection_62,Intersection_37,1.88,20.44,0.17
Rua dos Cravos,Intersection_106,Intersection_145,3.49,5.42,0.86
Rua da Montanha,Intersection_3,Intersection_104,3.7,7.84,0.17
Rua dos Girassois,Intersection_21,Intersection_59,1.62,24.13,0.77
Rua das Acacias,Intersection_90,Intersection_99,1.75,8.87,0.31
Rua da Aurora,Intersection_146,Intersection_46,2.65,26.93,0.56
Rua das Aguas,Intersection_55,Intersection_42,1.75,1.39,0.51
Rua dos Passaros,Intersection_131,Intersection_79,4.46,6.79,0.31
Rua das Flores,Intersection_74,Intersection_19,0.87,3.77,0.42
Rua das Rosas,Intersection_92,Intersection_97,4.62,17.6,0.34
Rua da Cascata,Intersection_115,Intersection_40,2.61,22.95,0.84
Rua da Colina,Intersection_83,Intersection_147,4.54,25.37,0.27
Rua dos Passaros,Intersection_72,Intersection_89,1.39,21.71,0.23
Rua do Sol,Intersection_0,Intersection_147,2.26,27.78,0.65
Rua do Sol,Intersection_74,Intersection_4,3.95,2.38,0.76
Rua das Oliveiras,Intersection_74,Intersection_156,3.33,13.91,0.32
Rua das Oliveiras,Intersection_141,Intersection_59,1.02,6.03,0.29
Rua dos Jacarandas,Intersection_13,Intersection_71,2.88,18.92,0.84
Rua da Montanha,Intersection_96,Intersection_45,2.89,9.26,0.83
Rua da Montanha,Intersection_69,Intersection_15,1.2,19.09,0.9
Rua do Campo,Intersection_118,Intersection_144,2.78,29.5,1.0
Rua dos Cedros,Intersection_141,Intersection_1,4.77,13.01,0.26
Rua das Laranjeiras,Intersection_67,Intersection_154,4.44,7.68,0.72
Rua do Sol,Intersection_122,Intersection_74,3.71,26.72,0.85
Rua das Flores,Intersection_89,Intersection_136,3.36,22.54,0.44
Rua dos Lirios,Intersection_0,Intersection_102,4.59,20.96,0.77
Rua dos Lirios,Intersection_112,Intersection_7,2.1,3.51,0.4
Rua das Palmeiras,Intersection_149,Intersection_14,1.26,25.93,0.54
Rua dos Ipes,Intersection_12,Intersection_107,3.08,17.58,0.76
Rua das Oliveiras,Intersection_16,Intersection_92,3.38,15.23,0.4
Rua dos Lirios,Intersection_113,Intersection_5,3.22,22.24,0.65
Rua das Violetas,Intersection_150,Intersection_14,3.46,24.2,0.13
Rua dos Lirios,Intersection_82,Intersection_125,2.1,4.88,0.45
Rua da Montanha,Intersection_109,Intersection_92,2.5,29.25,0.33
Rua das Aguas,Intersection_133,Intersection_6,4.42,6.1,0.39
Rua dos Cedros,Intersection_38,Intersection_76,4.25,17.8,0.98
Rua das Palmeiras,Intersection_57,Intersection_138,1.58,24.12,0.28
Rua dos Ipes,Intersection_89,Intersection_124,1.55,26.67,0.6
Rua das Margaridas,Intersection_84,Intersection_121,0.75,1.59,0.88
Rua dos Jacarandas,Intersection_147,Intersection_155,3.17,29.2,0.25
Rua dos Lirios,Intersection_136,Intersection_97,2.26,20.17,1.0
Rua dos Girassois,Intersection_52,Intersection_102,4.32,25.39,0.18
Rua das Flores,Intersection_106,Intersection_156,1.33,7.21,0.11
Rua dos Pinheiros,Intersection_41,Intersection_155,4.0,22.6,0.78
Rua do Campo,Intersection_27,Intersection_52,3.12,28.18,0.3
Rua das Flores,Intersection_12,Intersection_54,4.19,20.2,0.14
Rua das Oliveiras,Intersection_114,Intersection_54,1.5,6.96,0.48
Rua dos Passaros,Intersection_124,Intersection_94,1.5,24.57,0.7
Rua dos Cedros,Intersection_12,Intersection_58,1.5,2.32,1.0
Rua da Cascata,Intersection_62,Intersection_137,2.08,12.01,0.17
Rua da Cascata,Intersection_9,Intersection_95,2.75,28.2,0.49
Rua dos Pinheiros,Intersection_146,Intersection_94,2.01,11.03,0.38
Rua dos Girassois,Intersection_102,Intersection_37,0.86,15.15,0.75
Rua das Violetas,Intersection_41,Intersection_120,1.86,17.37,0.69
Rua dos Lirios,Intersection_52,Intersection_16,3.09,18.08,0.59
Rua das Orquideas,Intersection_119,Intersection_74,1.71,23.42,0.36
Rua das Aguas,Intersection_28,Intersection_62,4.95,22.58,0.52
Rua da Lua,Intersection_98,Intersection_135,1.32,19.86,0.89
Rua da Aurora,Intersection_128,Intersection_41,2.64,27.6,0.7
Rua das Rosas,Intersection_7,Intersection_111,1.83,5.37,0.66
Rua da Aurora,Intersection_62,Intersection_119,4.56,22.84,0.69
Rua das Palmeiras,Intersection_135,Intersection_35,4.38,19.54,0.92
Rua das Violetas,Intersection_36,Intersection_119,3.3,17.26,0.2
Rua do Sol,Intersection_76,Intersection_39,0.66,3.56,0.84
Rua dos Girassois,Intersection_102,Intersection_105,0.83,13.38,0.4
Rua do Sol,Intersection_54,Intersection_0,4.47,6.05,0.8
Rua dos Pinheiros,Intersection_73,Intersection_62,0.66,7.52,0.11
Rua das Acacias,Intersection_117,Intersection_87,4.02,5.49,0.14
Rua da Lua,Intersection_4,Intersection_109,2.32,22.85,0.17
Rua das Flores,Intersection_105,Intersection_54,1.49,11.87,0.11
Rua das Acacias,Intersection_142,Intersection_144,3.56,29.28,0.38
Rua das Flores,Intersection_20,Intersection_21,3.15,15.05,0.42
Rua dos Pinheiros,Intersection_126,Intersection_124,4.77,3.77,0.49
Rua da Aurora,Intersection_126,Intersection_89,1.49,8.63,0.79
Rua das Rosas,Intersection_90,Intersection_109,1.21,2.03,0.7
Rua das Aguas,Intersection_109,Intersection_9,1.53,9.92,0.87
Rua dos Passaros,Intersection_78,Intersection_51,1.64,27.38,0.63
Rua dos Lirios,Intersection_25,Intersection_103,1.6,6.98,0.8
Rua das Palmeiras,Intersection_122,Intersection_15,3.44,4.7,0.5
Rua das Palmeiras,Intersection_77,Intersection_76,3.76,16.46,0.85
Rua da Colina,Intersection_84,Intersection_63,4.81,29.47,0.16
Rua das Flores,Intersection_149,Intersection_51,1.79,23.85,0.19
Rua dos Pinheiros,Intersection_100,Intersection_114,2.23,6.63,0.55
Rua das Flores,Intersection_6,Intersection_108,3.07,13.89,0.68
Rua dos Cravos,Intersection_48,Intersection_103,2.19,1.33,0.67
Rua das Rosas,Intersection_66,Intersection_145,1.41,4.2,0.13
Rua dos Cedros,Intersection_84,Intersection_13,3.18,6.55,0.35
Rua das Margaridas,Intersection_134,Intersection_32,2.95,1.81,0.71
Rua da Cascata,Intersection_79,Intersection_2,3.13,23.7,0.11
Rua dos Lirios,Intersection_115,Intersection_102,4.89,28.14,0.31
Rua dos Lirios,Intersection_137,Intersection_47,1.55,18.7,0.3
Rua dos Pinheiros,Intersection_98,Intersection_44,3.36,17.7,0.32
Rua das Rosas,Intersection_145,Intersection_11,3.62,14.24,0.98
Rua das Nuvens,Intersection_46,Intersection_126,0.72,15.37,0.64
Rua do Sol,Intersection_129,Intersection_121,2.59,1.61,0.47
Rua das Orquideas,Intersection_64,Intersection_16,3.55,1.94,0.32
Rua das Aguas,Intersection_98,Intersection_25,3.73,15.91,1.0
Rua da Lua,Intersection_38,Intersection_17,1.81,25.38,0.98
Rua das Flores,Intersection_100,Intersection_5,2.96,18.63,0.88
Rua das Aguas,Intersection_91,Intersection_23,0.56,19.77,0.76
Rua das Oliveiras,Intersection_64,Intersection_58,0.78,11.12,0.77
Rua das Acacias,Intersection_80,Intersection_90,2.03,22.27,0.91
Rua do Sol,Intersection_96,Intersection_48,1.32,9.95,0.42
Rua dos Passaros,Intersection_4,Intersection_107,2.77,23.71,0.2
Rua dos Jacarandas,Intersection_80,Intersection_140,2.49,26.02,0.43
Rua das Acacias,Intersection_7,Intersection_107,3.5,13.34,0.56
Rua das Margaridas,Intersection_125,Intersection_17,0.56,14.24,0.85
Rua das Aguas,Intersection_79,Intersection_11,2.04,29.96,0.26
Rua das Margaridas,Intersection_109,Intersection_98,4.9,5.5,0.78
Rua das Acacias,Intersection_147,Intersection_154,4.14,27.07,0.82
Rua dos Cravos,Intersection_107,Intersection_104,3.32,20.34,0.58
Rua dos Cravos,Intersection_96,Intersection_32,1.11,18.3,0.47
Rua das Oliveiras,Intersection_120,Intersection_101,3.62,4.57,0.81
Rua da Aurora,Intersection_28,Intersection_41,1.62,15.82,0.37
Rua das Palmeiras,Intersection_119,Intersection_68,2.35,29.79,0.98
Rua dos Pinheiros,Intersection_156,Intersection_53,2.36,7.45,0.41
Rua da Aurora,Intersection_105,Intersection_139,2.66,25.61,0.56
Rua das Rosas,Intersection_94,Intersection_74,1.66,15.48,1.0
Rua da Cascata,Intersection_111,Intersection_1,4.75,16.2,0.15
Rua das Palmeiras,Intersection_32,Intersection_24,1.96,13.52,0.85
Rua das Nuvens,Intersection_99,Intersection_148,2.76,1.5,0.21
Rua da Colina,Intersection_154,Intersection_107,3.12,28.09,0.56
Rua das Acacias,Intersection_19,Intersection_155,3.6,10.46,0.11
Rua das Oliveiras,Intersection_13,Intersection_111,4.67,3.43,0.73
Rua dos Cravos,Intersection_55,Intersection_92,4.48,6.6,0.2
Rua dos Cedros,Intersection_151,Intersection_0,1.01,7.27,0.8
Rua dos Cravos,Intersection_94,Intersection_95,1.0,1.1,0.46
Rua das Nuvens,Intersection_45,Intersection_133,1.93,23.61,0.27
Rua dos Girassois,Intersection_96,Intersection_93,2.2,6.68,0.54
Rua das Flores,Intersection_15,Intersection_44,3.03,27.97,0.12
Rua dos Cravos,Intersection_142,Intersection_133,1.61,4.28,0.68
Rua dos Girassois,Intersection_152,Intersection_65,3.46,18.82,0.95
Rua da Cascata,Intersection_39,Intersection_13,2.67,5.66,0.67
Rua dos Lirios,Intersection_91,Intersection_49,4.04,13.45,0.25
Rua do Campo,Intersection_144,Intersection_2,1.37,7.81,0.22
Rua dos Pinheiros,Intersection_83,Intersection_44,1.55,10.81,0.19
Rua das Orquideas,Intersection_57,Intersection_19,4.41,5.8,0.56
Rua da Cascata,Intersection_63,Intersection_112,2.62,13.81,0.36
Rua das Rosas,Intersection_14,Intersection_26,3.19,17.24,0.76
Rua do Campo,Intersection_140,Intersection_9,4.89,11.57,0.24
Rua das Margaridas,Intersection_35,Intersection_117,3.45,18.42,0.1
Rua dos Lirios,Intersection_30,Intersection_134,4.67,11.7,0.28
Rua da Cascata,Intersection_66,Intersection_47,2.98,16.34,0.65
Rua dos Cedros,Intersection_79,Intersection_86,2.58,15.39,0.88
Rua dos Ipes,Intersection_139,Intersection_108,3.11,10.75,0.32
Rua da Montanha,Intersection_43,Intersection_83,2.1,2.25,0.89
Rua dos Passaros,Intersection_119,Intersection_44,0.94,26.69,0.59
Rua das Orquideas,Intersection_51,Intersection_123,3.46,26.1,0.72
Rua das Violetas,Intersection_146,Intersection_63,0.84,4.94,0.46
Rua do Campo,Intersection_101,Intersection_13,4.0,29.89,0.59
Rua dos Cedros,Intersection_137,Intersection_142,1.99,15.58,0.93
Rua das Rosas,Intersection_18,Intersection_31,4.08,4.34,0.93
Rua da Lua,Intersection_31,Intersection_61,1.71,18.15,0.76
Rua dos Cedros,Intersection_24,Intersection_86,4.06,12.32,0.26
Rua das Rosas,Intersection_61,Intersection_17,4.76,13.85,0.33
Rua da Lua,Intersection_65,Intersection_19,1.9,22.91,0.87
Rua das Acacias,Intersection_109,Intersection_7,1.67,27.55,0.43
Rua das Laranjeiras,Intersection_23,Intersection_116,1.62,17.54,0.93
Rua dos Cravos,Intersection_119,Intersection_72,4.41,11.77,0.22
Rua das Margaridas,Intersection_156,Intersection_28,1.49,6.47,0.12
Rua das Rosas,Intersection_36,Intersection_16,3.78,2.91,0.96
Rua dos Ipes,Intersection_1,Intersection_60,3.82,29.17,0.66
Rua dos Cravos,Intersection_141,Intersection_106,3.57,4.48,0.23
Rua das Acacias,Intersection_42,Intersection_149,2.82,9.11,0.8
Rua das Rosas,Intersection_81,Intersection_37,1.62,13.11,0.15
Rua dos Cravos,Intersection_1,Intersection_82,4.17,9.75,0.36
Rua dos Passaros,Intersection_61,Intersection_67,1.17,7.81,0.47
Rua das Violetas,Intersection_81,Intersection_96,3.16,24.32,0.27
Rua da Cascata,Intersection_76,Intersection_59,0.82,18.34,0.99
Rua da Montanha,Intersection_28,Intersection_105,0.95,6.24,0.47
Rua das Laranjeiras,Intersection_2,Intersection_25,4.52,25.02,0.87
Rua do Campo,Intersection_43,Intersection_24,3.35,15.57,0.71
Rua dos Jacarandas,Intersection_141,Intersection_103,1.57,23.99,0.34
Rua dos Ipes,Intersection_138,Intersection_28,1.39,4.67,0.24
Rua das Rosas,Intersection_4,Intersection_75,2.83,24.74,0.55
Rua das Aguas,Intersection_25,Intersection_23,2.34,28.9,0.85
Rua dos Pinheiros,Intersection_150,Intersection_153,2.63,1.72,0.48
Rua da Cascata,Intersection_74,Intersection_140,3.2,24.54,0.8
Rua das Laranjeiras,Intersection_141,Intersection_9,3.08,10.71,0.14
Rua dos Jacarandas,Intersection_4,Intersection_31,3.75,8.08,0.24
Rua da Colina,Intersection_133,Intersection_91,3.73,27.47,0.97
Rua das Orquideas,Intersection_51,Intersection_110,3.9,15.05,0.54
Rua da Cascata,Intersection_96,Intersection_70,4.79,18.24,1.0
Rua das Margaridas,Intersection_141,Intersection_139,3.36,24.84,0.63
Rua das Nuvens,Intersection_0,Intersection_42,4.1,21.18,0.62
Rua dos Passaros,Intersection_14,Intersection_146,2.06,27.22,0.75
Rua dos Ipes,Intersection_8,Intersection_120,4.21,9.6,0.3
Rua das Orquideas,Intersection_98,Intersection_85,2.35,9.49,0.5
Rua dos Pinheiros,Intersection_63,Intersection_17,2.74,1.02,0.14
Rua do Sol,Intersection_38,Intersection_144,3.28,13.24,0.74
Rua das Margaridas,Intersection_1,Intersection_141,1.12,15.32,0.77
Rua dos Ipes,Intersection_38,Intersection_17,3.92,10.39,0.73
Rua das Orquideas,Intersection_105,Intersection_54,2.67,12.22,0.15
Rua das Oliveiras,Intersection_145,Intersection_78,1.92,7.91,0.5
Rua das Rosas,Intersection_112,Intersection_75,2.52,9.67,0.14
Rua dos Cravos,Intersection_145,Intersection_55,3.66,27.68,0.27
Rua dos Girassois,Intersection_60,Intersection_103,3.51,19.78,0.58
Rua dos Jacarandas,Intersection_55,Intersection_113,4.42,20.7,0.51
Rua das Margaridas,Intersection_99,Intersection_23,1.31,9.59,0.3
Rua dos Girassois,Intersection_115,Intersection_32,2.3,28.54,0.46
Rua da Aurora,Intersection_38,Intersection_119,1.98,18.65,0.89
Rua da Lua,Intersection_134,Intersection_76,3.78,5.61,0.51
Rua das Violetas,Intersection_147,Intersection_33,1.96,20.21,0.81
Rua dos Passaros,Intersection_80,Intersection_43,4.76,19.74,0.46
Rua dos Pinheiros,Intersection_119,Intersection_96,0.71,29.18,0.44
Rua da Montanha,Intersection_101,Intersection_137,4.9,16.4,0.27
Rua dos Girassois,Intersection_6,Intersection_77,4.46,8.52,0.94
Rua dos Girassois,Intersection_68,Intersection_119,1.34,10.79,0.45
Rua dos Jacarandas,Intersection_46,Intersection_154,2.69,25.15,0.67
Rua dos Lirios,Intersection_145,Intersection_60,3.73,5.07,0.49
Rua das Margaridas,Intersection_1,Intersection_86,1.52,12.23,0.27
Rua dos Pinheiros,Intersection_20,Intersection_23,4.14,23.77,0.44
Rua das Rosas,Intersection_116,Intersection_47,1.58,24.32,0.2
Rua das Orquideas,Intersection_48,Intersection_52,1.25,19.96,0.12
Rua das Orquideas,Intersection_102,Intersection_145,1.9,8.06,0.96
Rua dos Ipes,Intersection_85,Intersection_122,3.65,13.51,0.64
Rua da Lua,Intersection_31,Intersection_72,3.72,10.69,0.27
Rua da Montanha,Intersection_43,Intersection_24,2.67,11.39,0.48
Rua das Flores,Intersection_131,Intersection_38,3.51,1.85,0.76
Rua das Margaridas,Intersection_9,Intersection_116,4.65,1.39,0.9
Rua dos Girassois,Intersection_104,Intersection_105,3.62,29.81,0.93
Rua dos Cedros,Intersection_75,Intersection_40,2.14,19.77,0.24
Rua das Margaridas,Intersection_118,Intersection_55,1.53,24.55,0.35
Rua das Violetas,Intersection_13,Intersection_67,3.06,1.13,0.42
Rua das Rosas,Intersection_134,Intersection_83,0.83,17.85,0.21
Rua das Margaridas,Intersection_142,Intersection_30,3.08,11.57,0.74
Rua da Montanha,Intersection_8,Intersection_85,1.3,2.35,0.88
Rua da Lua,Intersection_40,Intersection_49,3.65,12.02,0.84
Rua dos Pinheiros,Intersection_92,Intersection_90,1.39,27.53,0.55
Rua dos Passaros,Intersection_33,Intersection_8,3.26,16.63,0.27
Rua dos Girassois,Intersection_59,Intersection_129,4.59,2.23,0.84
Rua das Orquideas,Intersection_155,Intersection_38,2.79,22.72,1.0
Rua das Palmeiras,Intersection_5,Intersection_80,4.73,18.54,0.5
Rua do Sol,Intersection_9,Intersection_36,1.72,9.67,0.81
Rua dos Pinheiros,Intersection_111,Intersection_32,4.71,28.76,0.43
Rua dos Girassois,Intersection_91,Intersection_30,1.32,15.71,0.83
Rua da Aurora,Intersection_72,Intersection_28,0.77,26.15,0.63
Rua dos Pinheiros,Intersection_13,Intersection_48,3.83,16.78,0.16
Rua das Margaridas,Intersection_148,Intersection_18,1.53,1.57,0.97
Rua das Acacias,Intersection_118,Intersection_45,1.27,12.05,0.64
Rua do Campo,Intersection_153,Intersection_149,1.57,18.59,1.0
Rua do Sol,Intersection_57,Intersection_97,4.72,10.15,0.84
Rua das Acacias,Intersection_0,Intersection_146,2.64,24.32,0.76
Rua dos Jacarandas,Intersection_143,Intersection_104,1.03,26.97,0.46
Rua da Cascata,Intersection_100,Intersection_119,2.01,12.49,0.56
Rua das Aguas,Intersection_121,Intersection_118,3.27,5.5,0.36
Rua das Acacias,Intersection_92,Intersection_68,2.32,17.52,0.47
Rua da Colina,Intersection_132,Intersection_128,0.86,25.28,0.33
Rua das Orquideas,Intersection_61,Intersection_23,3.12,29.78,0.23
Rua das Nuvens,Intersection_146,Intersection_125,2.0,28.67,0.65
Rua das Nuvens,Intersection_133,Intersection_67,1.39,9.6,0.2
Rua dos Girassois,Intersection_100,Intersection_85,3.03,24.77,0.76
Rua das Acacias,Intersection_91,Intersection_65,1.34,16.56,0.76
Rua da Montanha,Intersection_10,Intersection_22,1.3,29.78,0.88
Rua das Oliveiras,Intersection_1,Intersection_104,2.41,5.78,0.22
Rua das Rosas,Intersection_129,Intersection_27,4.47,24.19,0.64
Rua da Montanha,Intersection_46,Intersection_149,3.41,5.24,0.65
Rua das Acacias,Intersection_108,Intersection_95,1.97,11.12,0.75
Rua da Colina,Intersection_138,Intersection_115,4.77,22.47,0.38
Rua das Orquideas,Intersection_100,Intersection_73,0.79,11.29,0.27
Rua da Cascata,Intersection_70,Intersection_132,0.88,2.57,0.18
Rua da Montanha,Intersection_113,Intersection_72,1.2,3.92,0.5
Rua do Campo,Intersection_127,Intersection_146,3.83,12.06,0.53
Rua das Aguas,Intersection_129,Intersection_133,2.9,3.99,0.28
Rua dos Cedros,Intersection_128,Intersection_64,1.59,23.27,0.6
Rua dos Girassois,Intersection_45,Intersection_133,3.58,28.68,0.54
Rua das Oliveiras,Intersection_110,Intersection_140,4.58,22.54,0.19
Rua dos Jacarandas,Intersection_25,Intersection_102,4.37,26.46,0.47
Rua das Orquideas,Intersection_132,Intersection_34,4.26,28.21,0.92
Rua dos Ipes,Intersection_135,Intersection_56,1.66,11.91,0.98
Rua das Oliveiras,Intersection_149,Intersection_73,1.85,15.28,0.85
Rua das Margaridas,Intersection_19,Intersection_42,3.06,3.56,0.94
Rua dos Cedros,Intersection_150,Intersection_153,3.91,9.66,0.59
Rua dos Jacarandas,Intersection_68,Intersection_113,4.6,26.2,0.69
Rua das Palmeiras,Intersection_62,Intersection_92,2.77,5.89,0.18
Rua das Orquideas,Intersection_39,Intersection_102,4.84,23.93,0.5
Rua do Sol,Intersection_84,Intersection_155,0.73,19.76,0.21
Rua do Campo,Intersection_119,Intersection_39,0.97,19.37,0.87
Rua das Acacias,Intersection_47,Intersection_147,0.51,23.55,0.78
Rua da Cascata,Intersection_34,Intersection_126,1.54,7.85,0.86
Rua das Laranjeiras,Intersection_10,Intersection_141,2.16,14.85,0.83
Rua da Lua,Intersection_16,Intersection_132,2.51,21.97,0.95
Rua das Flores,Intersection_89,Intersection_144,1.97,11.04,0.7
Rua dos Girassois,Intersection_136,Intersection_55,3.84,2.95,0.59
Rua da Aurora,Intersection_106,Intersection_138,4.13,27.71,0.21
